text,label,language,split
Last time bol raha hun,HIGH_RISK,Hinglish,train
Toder lojja nei,HIGH_RISK,Bengali,train
Madam i DoN't owe AnyThiNG AnD wOn't paY,HIGH_RISK,English,train
"Amar balance zero howar kotha, shob pay korechi",DISPUTE,Bengali,train
"Yes I know, will transfer in 3 days",LIKELY_PAY,English,train
Aaj e paymt hoye jabe yaar!!,LIKELY_PAY,Bengali,train
Bhai bas thoda sa wait karo 😢!!,LIKELY_PAY,Hindi,train
"This is fraud, I'm going to the police",HIGH_RISK,English,train
Basically how to set up auto-pay?!!,NEEDS_REMINDER,Hinglish,train
File a case if you dare,HIGH_RISK,English,train
I'll review my finances and get back,NEEDS_REMINDER,English,train
Hey agle shoptahe mone koriyo???,NEEDS_REMINDER,Bengali,train
Dubara contact contact mat karna,HIGH_RISK,Hindi,train
I'll look look into it yaar!!,VAGUE,English,train
I'm trying apni taraf se,VAGUE,Hinglish,train
Honestly pEHLE WIFE SE BAAT KARNA PADEGA asap,NEEDS_REMINDER,Hindi,train
Can't promise anything,VAGUE,English,train
Can I pay in two parts? First part this weekend,LIKELY_PAY,English,train
Finances Finances check karke batata hun 😢,NEEDS_REMINDER,Hindi,train
Yaar how how many days overdue is it?,NEEDS_REMINDER,English,train
You can't do anything to me,HIGH_RISK,English,train
"Honestly bhai I have arranged already, doing NEFT",LIKELY_PAY,Hinglish,train
complicated hai yaar,VAGUE,Hindi,train
"DETAILED STATEMENT DO, DO, TAB TAK NAHI DUNGA yaar",DISPUTE,Hinglish,train
amar Lawyer dEkhbe plz,HIGH_RISK,Bengali,train
Amar bank successful payment dekhacche,DISPUTE,Bengali,train
I will do NEFT 2 din mein mein,LIKELY_PAY,Hinglish,train
please ShARE the lOaN AgrEement copY thanks???,DISPUTE,English,train
"Ek aur chance do, month end tak guaranteed",LIKELY_PAY,Hinglish,train
"Honestly apne records check karo, itna nahi banta",DISPUTE,Hindi,train
Hey don't ever contact me again???,HIGH_RISK,English,train
Well ke jane???,VAGUE,Bengali,train
"Honestly 25th e payment korechilem, credit hoyni",DISPUTE,Bengali,train
Suno porE bOlbo ami,NEEDS_REMINDER,Bengali,train
Look ok Let me figure tHis oUt,NEEDS_REMINDER,English,train
"Actually main bhool gaya tha, abhi karta hun",LIKELY_PAY,Hindi,train
Leave me alone or I'll take legal action,HIGH_RISK,English,train
Honestly i'll consider it sochunga 😡,VAGUE,Hinglish,train
Koto din overdue hoyeche?,NEEDS_REMINDER,Bengali,train
Listen uncertain hun main,VAGUE,Hinglish,train
"Ok noted, let me check",NEEDS_REMINDER,English,train
Your agent told me a different amount last time,DISPUTE,English,train
Boss ager ager call gulo miss hoye geche sorry,NEEDS_REMINDER,Bengali,train
Pore hoyto,VAGUE,Bengali,train
Situation dekhni padegi,VAGUE,Hindi,train
Yaar i have have no obligation to pay this ok,HIGH_RISK,English,train
"Ok fine, take the payment by Friday",LIKELY_PAY,English,train
Oh yaar forgot about this one,NEEDS_REMINDER,Hinglish,train
I will pay by Friday sir,LIKELY_PAY,English,train
"Taka arrange hocche, dui din e diye debo.!!",LIKELY_PAY,Bengali,train
Tomar company bhalo lokeder harrass kore,HIGH_RISK,Bengali,train
Dude sochunga thx,VAGUE,Hindi,train
Check kore janabo,NEEDS_REMINDER,Bengali,train
Bhebhe dekhchi boss,VAGUE,Bengali,train
Arey ami ei call record korchi 💰,HIGH_RISK,Bengali,train
Will clear the pending amount before Wednesday,LIKELY_PAY,English,train
Hoyto hoye jabe,VAGUE,Bengali,train
Listen possibly,VAGUE,English,train
Madam social media te expose korbo,HIGH_RISK,Bengali,train
"Ok noted, let me check sir",NEEDS_REMINDER,English,train
Amar side theke arrangement hoye geche,LIKELY_PAY,Bengali,train
Arey main tumhari company band karwa dunga boss,HIGH_RISK,Hinglish,train
Actually debo na ar eta final,HIGH_RISK,Bengali,train
My payment is scheduled for Wednesday,LIKELY_PAY,English,train
Exact amount bata bata do,NEEDS_REMINDER,Hinglish,train
Honestly obostha kharap 🤷,VAGUE,Bengali,train
Bhai can you you send the bill again?,NEEDS_REMINDER,English,train
Dekho my payment is scheduled for Friday,LIKELY_PAY,English,train
Ekhon na thx???,VAGUE,Bengali,train
Basically i can do partial payment today,LIKELY_PAY,English,train
Ei amount bhul ache,DISPUTE,Bengali,train
Dude can yoU yoU eMail me tHe detailS 🙏🙏,NEEDS_REMINDER,English,train
"Taka arrange hocche, mash sheshe diye debo",LIKELY_PAY,Bengali,train
Dekho maine ye loan nahi liya hai,DISPUTE,Hinglish,train
Promise korte parbo na,VAGUE,Bengali,train
Yaar i'll handle this my way ...,HIGH_RISK,English,train
Get lost yaar thanks,HIGH_RISK,Hinglish,train
Look i THINK THERE'S BEEN A MISTAKE 🙏,DISPUTE,English,train
Ok so i'm i'm going to the banking ombudsman,HIGH_RISK,English,train
Payment fix hai Budhvaar ko,LIKELY_PAY,Hindi,train
I'll get get back to you,NEEDS_REMINDER,Hinglish,train
Basically Basically ami ei charge dispute korchi 💰,DISPUTE,Bengali,train
Hey pore hoyto,VAGUE,Bengali,train
"processing hai bhai, bhai, thoda wait",LIKELY_PAY,Hinglish,train
DepENd Kore???,VAGUE,Bengali,train
I don't have an answer right now,VAGUE,English,train
Amount e discrepancy ache,DISPUTE,Bengali,train
"Honestly contact my bank, the issue is on your side ...",DISPUTE,English,train
Time waste mat karo apna,HIGH_RISK,Hinglish,train
Yaar haalat kharab hain,VAGUE,Hindi,train
Arey bhai time e diye debo 😢,LIKELY_PAY,Bengali,train
"Acha uPI uPI pathao, ekhon e kori???",LIKELY_PAY,Bengali,train
Kono obligation nei amar eta debar,HIGH_RISK,Bengali,train
"Well statement statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,Hindi,train
Yaar mAIN TUMHARI COMPANY BAND KARWA DUNGA !!,HIGH_RISK,Hinglish,train
Dekho eKhon ProCeSs e achE payment thx,LIKELY_PAY,Bengali,train
Mind your business business bro,HIGH_RISK,Hinglish,train
Haan muShkIl oBOstha,VAGUE,Bengali,train
Poora taka taka ekbare diye debo 💰!!,LIKELY_PAY,Bengali,train
Let me figure this out 👍,NEEDS_REMINDER,Hinglish,train
I'll ruin your company reputation,HIGH_RISK,Hinglish,train
"Haan i will definitely pay, just give me till Thursday",LIKELY_PAY,English,train
See cAN'T PROMISE ANYTHING,VAGUE,English,train
Ami jantam na overdue hoyeche,NEEDS_REMINDER,Bengali,train
"Well bhai I have arranged already, doing NEFT boss!!",LIKELY_PAY,Hinglish,train
"Karunga, baar baar call mat karo",NEEDS_REMINDER,Hindi,train
Why are there hidden charges yaar,DISPUTE,English,train
YE VASULI HAI boss,HIGH_RISK,Hindi,train
ARO EKTA CALL CALL ASHLE REPORT KORBO???,HIGH_RISK,Bengali,train
1st ka transaction check karo,DISPUTE,Hindi,train
Basically how many days overdue is it thanks,NEEDS_REMINDER,English,train
"Boss ja khoushi koro, ami debo na",HIGH_RISK,Bengali,train
Let me dekh leta hun,VAGUE,Hinglish,train
Situation Situation dekhte hobe,VAGUE,Bengali,train
Aur options sochne do sir,VAGUE,Hindi,train
Well i think notification miss ho gayi???,NEEDS_REMINDER,Hinglish,train
Hard to say,VAGUE,English,train
Hey due date kab thi asap,NEEDS_REMINDER,Hindi,train
I'll try ok????,VAGUE,English,train
Don't test my patience,HIGH_RISK,English,train
Ekhon na ok?,VAGUE,Bengali,train
Maine ye loan nahi liya hai???,DISPUTE,Hinglish,train
"I'm serious about this, will pay tomorrow",LIKELY_PAY,Hinglish,train
"Main kabhi mana nahi kiya, payment karunga",LIKELY_PAY,Hindi,train
Mera plan hai Guruvaar ko dene ka,LIKELY_PAY,Hindi,train
Your harassment is enough,HIGH_RISK,Hinglish,train
Taratari handle korbo,NEEDS_REMINDER,Bengali,train
Agreement mein different terms the yaar???,DISPUTE,Hinglish,train
"Busy tha, dekh lunga plz",NEEDS_REMINDER,Hindi,train
"Understood, will do something about it 😢",NEEDS_REMINDER,Hinglish,train
Listen can't promise promise kuch bhi,VAGUE,Hinglish,train
Interest calculation is wrong,DISPUTE,Hinglish,train
Can't say right now thx,VAGUE,English,train
"Sir bro let me arrange, is weekend tak done",LIKELY_PAY,Hinglish,train
"Sir diye debo, debo, dhairyo dhoro",LIKELY_PAY,Bengali,train
"I'll take care of it, don't keep calling",NEEDS_REMINDER,English,train
dekha jabe 😡,VAGUE,Bengali,train
Dekho social media pe viral karunga!!,HIGH_RISK,Hinglish,train
Pata nahi 🤷,VAGUE,Hindi,train
Suno Suno apNE TArIke se HandLE KarungA,HIGH_RISK,Hindi,train
Didn't know it was overdue yaar,NEEDS_REMINDER,Hinglish,train
Bujhe nii ami,NEEDS_REMINDER,Bengali,train
"Ami kokhono mana korini, payment korbo",LIKELY_PAY,Bengali,train
Look tumhari dhamkiyan kaam nahi karti mujh pe asap,HIGH_RISK,Hindi,train
who knows 💰,VAGUE,English,train
Sir pehle balance check karna padega,NEEDS_REMINDER,Hinglish,train
bank bank theke verify korte hobe amake 🙏🙏,DISPUTE,Bengali,train
Honestly thiS Is ILlEgal What yoU're doing,HIGH_RISK,English,train
"Main koshish kar raha hun, Shukravaar tak tak",LIKELY_PAY,Hindi,train
Dure jao,HIGH_RISK,Bengali,train
Arey deKha jak ki Hoy sir???,VAGUE,Bengali,train
Grace period milta hai kya?,NEEDS_REMINDER,Hindi,train
Ekhon commit korte parbo na,VAGUE,Bengali,train
I need clarification before paying,DISPUTE,English,train
Look aMAR PATIENCE TEST KORO NA,HIGH_RISK,Bengali,train
"I'm not running away, will pay this weekend",LIKELY_PAY,Hinglish,train
let me pay half now and rest by friday,LIKELY_PAY,English,train
"Boss bank change kiya recently, update karna hai !!",NEEDS_REMINDER,Hindi,train
Figure out out ho jayega,VAGUE,Hinglish,train
Dekha jak ki hoy,VAGUE,Bengali,train
"Ekhon taka nei, ei weekend porjonto wait koro!!",LIKELY_PAY,Bengali,train
See aGe Bank BAlaNcE CHeCk KORTe hobe 💰???,NEEDS_REMINDER,Bengali,train
FIR korbo tomar name,HIGH_RISK,Bengali,train
Yaar get lost yaar sir,HIGH_RISK,Hinglish,train
Sir i'm trying my best thanks???,VAGUE,English,train
Madam maine apne side se arrangement kar liya hai 🙏,LIKELY_PAY,Hindi,train
"Number change kiya tha, reminder nahi aaya",NEEDS_REMINDER,Hindi,train
One more more call = FIR???,HIGH_RISK,Hinglish,train
Bhai abar contact koro na,HIGH_RISK,Bengali,train
Might be able to bro,VAGUE,English,train
Exact Exact due amt bolo???,NEEDS_REMINDER,Bengali,train
Mind your business bro,HIGH_RISK,Hinglish,train
Maybe sir,VAGUE,English,train
What you're doing is illegal bhai,HIGH_RISK,Hinglish,train
let me see 😢,VAGUE,English,train
"Ami arrange korchi, korchi, mash sheshe hoye jabe",LIKELY_PAY,Bengali,train
The amount doesn't match what I signed for,DISPUTE,English,train
Arey pehle bank balance check karna padega 😢,NEEDS_REMINDER,Hindi,train
Apna time waste kar rahe ho,HIGH_RISK,Hindi,train
Abhi tak unpaid kyun hai boss,DISPUTE,Hindi,train
Haan dekhe nii,VAGUE,Bengali,train
"Haan jani, tin din e e korbo",LIKELY_PAY,Bengali,train
"UPI bhej do, abhi kar deta hun",LIKELY_PAY,Hindi,train
Yaar koi obligation nahi hai mera ye dene ka 👍,HIGH_RISK,Hindi,train
I'm disputing this charge,DISPUTE,Hinglish,train
"Work mein busy, will sort soon thanks",NEEDS_REMINDER,Hinglish,train
Basically this is the last time I'm telling you,HIGH_RISK,English,train
Batana mushkil hai plz!!,VAGUE,Hindi,train
Email pe details bhej do asap,NEEDS_REMINDER,Hindi,train
Jo bhi,VAGUE,Hindi,train
Hey email e details pathao,NEEDS_REMINDER,Bengali,train
"Kaam mein busy hun, jaldi karunga",NEEDS_REMINDER,Hindi,train
"Promise korchi, mash sheshe e 💰???",LIKELY_PAY,Bengali,train
Will get back to you!!,VAGUE,English,train
neft kar dunGa ShukRavAar tak,LIKELY_PAY,Hindi,train
"Government mein jaanta hun logon ko, sambhal ke",HIGH_RISK,Hindi,train
Boss yeah probably???,VAGUE,Hinglish,train
CHECK THE 20TH TRANSACTION,DISPUTE,English,train
My bank shows payment successful,DISPUTE,Hinglish,train
Hote pare,VAGUE,Bengali,train
Give me 4 more days please,LIKELY_PAY,Hinglish,train
Hey why was the interest rate changed 🙏,DISPUTE,English,train
Penalty Penalty charges onek beshi sir,DISPUTE,Bengali,train
"AMI ARRANGE KORCHI, TIN DIN E HOYE JABE",LIKELY_PAY,Bengali,train
"Abhi Abhi paisa nahi hai, Shukravaar tak tak pakka???",LIKELY_PAY,Hindi,train
Yaar ekhon uttor dite parbo na,VAGUE,Bengali,train
ABHI CAN'T SAY???,VAGUE,Hinglish,train
Nijer time noshto noshto korcho,HIGH_RISK,Bengali,train
Kothai pay korte hobe? Link dao,NEEDS_REMINDER,Bengali,train
Try karunga bro,VAGUE,Hinglish,train
No comment bhai,VAGUE,Hinglish,train
Hey finances check karke batata hun 👍,NEEDS_REMINDER,Hindi,train
"Yaar kaje busy, jholdi korbo plz",NEEDS_REMINDER,Bengali,train
FIR file karunga tum pe,HIGH_RISK,Hinglish,train
Done talking to you people???,HIGH_RISK,Hinglish,train
Soch raha hun,VAGUE,Hindi,train
Hey sochunga,VAGUE,Hindi,train
Interest calculation bhul ache,DISPUTE,Bengali,train
Basically i'm disputing this charge,DISPUTE,Hinglish,train
"Ami arrange korchi, Shukrobar er moddhe hoye jabe",LIKELY_PAY,Bengali,train
Maybe later!!,VAGUE,English,train
"Honestly case koro, amar kichu jai ashe na ...",HIGH_RISK,Bengali,train
Oh I forgot about this,NEEDS_REMINDER,English,train
Boss kaal payment kore debo,LIKELY_PAY,Bengali,train
"Yaar yOU WILL RECEIVE PAYMENT WITHIN A WEEK, GUARANTEED!!",LIKELY_PAY,English,train
Madam thik ache,VAGUE,Bengali,train
Whatever jo bhi bro!!,VAGUE,Hinglish,train
"Dekho Dekho busy tha, dekh lunga!!",NEEDS_REMINDER,Hindi,train
Amake call kora bondho koro,HIGH_RISK,Bengali,train
"Basically number change korechi, reminder asheni",NEEDS_REMINDER,Bengali,train
maybe later 😢,VAGUE,English,train
Actually how many days overdue hai,NEEDS_REMINDER,Hinglish,train
Sochna padega na?,VAGUE,Hindi,train
Hey porSHUDinO porSHUDinO porjonTO PakKA diye DEbO!!,LIKELY_PAY,Bengali,train
"Promise korchi, Shukrobar er moddhe e",LIKELY_PAY,Bengali,train
"Madam ye kisi aur ka loan hai, mera nahi",DISPUTE,Hindi,train
Maybe,VAGUE,English,train
why interest rate change hua bro,DISPUTE,Hinglish,train
Look eta tomar billing er bhul,DISPUTE,Bengali,train
Sir aAJ Shaam TAk transfer kAR DUNga 🙂???,LIKELY_PAY,Hindi,train
Dekho let me know the exact amnt due 👍???,NEEDS_REMINDER,English,train
"Thoda time chahiye, but I will pay for sure",LIKELY_PAY,Hinglish,train
abHi abHi DUe ho gaya? mUJHe laga NexT MONth haI plz,NEEDS_REMINDER,Hindi,train
Jani na asap!!,VAGUE,Bengali,train
last time bol raha hun na?,HIGH_RISK,Hinglish,train
UNCERTAIN sir,VAGUE,English,train
Listen eto simple na,VAGUE,Bengali,train
Look jibon mushkil cholche,VAGUE,Bengali,train
I will pay by Friday???,LIKELY_PAY,English,train
sochne do 😢,VAGUE,Hindi,train
Aaj raat tak ho jayega,LIKELY_PAY,Hindi,train
Depend karta hai,VAGUE,Hindi,train
Look ami ei loan niini???,DISPUTE,Bengali,train
"Paytm se paid already, recheck please",DISPUTE,Hinglish,train
payment will be done by friday,LIKELY_PAY,English,train
"Ok I understand, paying by Friday",LIKELY_PAY,English,train
Listen send details again please,NEEDS_REMINDER,Hinglish,train
Things Things are difficult bahut,VAGUE,Hinglish,train
"Well sorry I was busy, will look into it!!",NEEDS_REMINDER,English,train
Check 15th transaction pls,DISPUTE,Hinglish,train
kaun jaane???,VAGUE,Hindi,train
See taratari handle korbo,NEEDS_REMINDER,Bengali,train
Hey sAMAjH letA hun Main,NEEDS_REMINDER,Hindi,train
Mujhe 10 din aur chahiye bas,LIKELY_PAY,Hindi,train
"Travel pe tha, abhi aaya hun",NEEDS_REMINDER,Hindi,train
I'll report you for harassment bro!!,HIGH_RISK,Hinglish,train
Suno it depends yaar!!,VAGUE,Hinglish,train
Basically yE ADD UP NAHI HO RAHA,DISPUTE,Hindi,train
Payment confirmed for Tuesday,LIKELY_PAY,English,train
I'll look into it,VAGUE,English,train
Dekhunga main 😢!!,VAGUE,Hindi,train
"My balance should be zero, I completed all payments",DISPUTE,English,train
It's not that simple,VAGUE,English,train
See will think about it 👍,VAGUE,English,train
Well paChtAoGe mujHe cAlL KArKe bro,HIGH_RISK,Hindi,train
Suno uncertain hun main,VAGUE,Hinglish,train
Email pe details bhej do plz!!,NEEDS_REMINDER,Hindi,train
"Don't Don't worry, payment is on the way 😡",LIKELY_PAY,English,train
The amt amt doesn't match what I signed for,DISPUTE,English,train
Ami ei EMI already diyechi,DISPUTE,Bengali,train
Honestly charges er complete breakdown pathao 🙂???,DISPUTE,Bengali,train
I'll pay the full amount next week,LIKELY_PAY,English,train
Honestly statement pawa jabe?,NEEDS_REMINDER,Bengali,train
Dekho payment fix hai Guruvaar ko,LIKELY_PAY,Hindi,train
Madam can't say right now,VAGUE,English,train
"already talked to bank, will come next week",LIKELY_PAY,Hinglish,train
Bill dubara bhejo bhejo please,NEEDS_REMINDER,Hinglish,train
Pore bolbo ami ami ...,NEEDS_REMINDER,Bengali,train
Oh bhule gechilam gechilam,NEEDS_REMINDER,Bengali,train
Actually emi KA paisA alag rAKhA haI,LIKELY_PAY,Hindi,train
"Dekho stateMeNt chahiYe chahiYe DEtAILEd, tab tAK kucH nahi dunga???",DISPUTE,Hindi,train
Honestly tumhara system galat data dikha raha hai thanks,DISPUTE,Hindi,train
"Ami responsible, payment korbo",LIKELY_PAY,Bengali,train
Social media pe expose karunga,HIGH_RISK,Hindi,train
Need To figurE out kArUNga ...???,VAGUE,Hinglish,train
"HAAN HAAN KARUNGA, AGLE HAFTE TAK PAKKA 🙂",LIKELY_PAY,Hinglish,train
Ke jane???,VAGUE,Bengali,train
Salary er wait ache bas,LIKELY_PAY,Bengali,train
Working on it hun 😢!!,VAGUE,Hinglish,train
Processing fee waive honi thi,DISPUTE,Hindi,train
It's complicated,VAGUE,English,train
Tum log log scammer ho,HIGH_RISK,Hindi,train
Case koro jodi jodi shahos thake,HIGH_RISK,Bengali,train
Basically my bank shows payment successful,DISPUTE,Hinglish,train
Which EMI is this for?,NEEDS_REMINDER,English,train
Listen sOcIal mEdIa pe expOSe kaRunga???,HIGH_RISK,Hindi,train
"Bhai promise karta hun, 2 din mein tak",LIKELY_PAY,Hindi,train
i refuse to to pay until you fix the calculation yaar,DISPUTE,English,train
Arey duE datE kaB thi 🤷,NEEDS_REMINDER,Hindi,train
"Did prepayment, not showing in system",DISPUTE,Hinglish,train
dubara contact mat karna boss,HIGH_RISK,Hindi,train
"Adha ekhon, baki ta Shukrobar er moddhe",LIKELY_PAY,Bengali,train
"Haan haan karunga, 3 din mein tak pakka",LIKELY_PAY,Hinglish,train
"Basically already talked to bank, will come within a week???",LIKELY_PAY,Hinglish,train
See penalty charges charges too much hai,DISPUTE,Hinglish,train
This doesn't add up asap,DISPUTE,English,train
"Haan my ca handles this, let me ask him plz",NEEDS_REMINDER,Hinglish,train
Case Case koro jodi shahos thake,HIGH_RISK,Bengali,train
Ok so manager se baat karao mujhe 👍,DISPUTE,Hindi,train
Call me tomorrow about this thanks,NEEDS_REMINDER,Hinglish,train
Maine in terms pe agree nahi kiya tha,DISPUTE,Hindi,train
Notification miss hoye geche mone hoy,NEEDS_REMINDER,Bengali,train
SMS SMS aaya tha kya? Nahi dekha!!,NEEDS_REMINDER,Hindi,train
Actually sochna padega mujhe,VAGUE,Hinglish,train
Mera auto-debit on tha na bro,NEEDS_REMINDER,Hinglish,train
25th ka transaction check karo 😭,DISPUTE,Hindi,train
Maybe later sometime,VAGUE,Hinglish,train
Amount verify karna padega,NEEDS_REMINDER,Hindi,train
Hidden charges keno yaar,DISPUTE,Bengali,train
Abhi jawab nahi de sakta,VAGUE,Hindi,train
Sir aAj RaAtER ModDHe hoye JabE???,LIKELY_PAY,Bengali,train
How many days overdue hai?,NEEDS_REMINDER,Hinglish,train
Statement milega kya?,NEEDS_REMINDER,Hinglish,train
"Call korte korte thako, dekhe neo ki hoy",HIGH_RISK,Bengali,train
I lost track of the dates,NEEDS_REMINDER,English,train
Look decide korte time dao,VAGUE,Bengali,train
Yaar sure na,VAGUE,Bengali,train
Yaar ki korbo bujhte parchi na asap!!,VAGUE,Bengali,train
Next week yaad dilana plss???,NEEDS_REMINDER,Hinglish,train
Your threats don't work on me,HIGH_RISK,English,train
"Government e chinchi lokjon, shambhale",HIGH_RISK,Bengali,train
Bhai abhi jawab nahi de sakta bro,VAGUE,Hindi,train
"Do hisson mein de sakta hun, pehla 3 din mein???",LIKELY_PAY,Hindi,train
"Basically sorry bhai, missed earlier calls thx",NEEDS_REMINDER,Hinglish,train
Yaar no cOmmENT,VAGUE,Bengali,train
Bhai patA naHI 🙂,VAGUE,Hindi,train
Acha Acha fIR file karunga tum pe,HIGH_RISK,Hinglish,train
"Suno ok fine, take the payment within a week",LIKELY_PAY,English,train
"Boss government e chinchi lokjon, shambhale 😭???",HIGH_RISK,Bengali,train
"Bhai salary nahi nahi aayi abhi, 2 din mein mein pakka kar dunga yaar",LIKELY_PAY,Hinglish,train
Honestly ek-dui ghontar moddhe hoye jabe,LIKELY_PAY,Bengali,train
Mushkil hai hai situation,VAGUE,Hindi,train
Outstanding Outstanding kahan check karun?,NEEDS_REMINDER,Hinglish,train
Amake Amake call kora bondho koro 👍,HIGH_RISK,Bengali,train
"ami serious, kaal porjonto pakka!!",LIKELY_PAY,Bengali,train
"I got money from friend, paying now",LIKELY_PAY,Hinglish,train
Ekhon e due hoye geche? Ami bhebechilam porer mash,NEEDS_REMINDER,Bengali,train
Honestly case karo agar himmat hai 😡,HIGH_RISK,Hindi,train
"I promise bhai, agle hafte tak thx",LIKELY_PAY,Hinglish,train
"Work Work mein busy, will sort soon !!!!",NEEDS_REMINDER,Hinglish,train
Listen mERA LAWYER LAWYER DEKHEGA YE SAB,HIGH_RISK,Hindi,train
Actually maybe later???,VAGUE,English,train
Bhai Bhai your system shows wrong data !!,DISPUTE,English,train
Actually dEKHA JABE,VAGUE,Bengali,train
Actually overChArGE kiya hAi mujhE???,DISPUTE,Hindi,train
Amar lawyer dekhbe,HIGH_RISK,Bengali,train
Ho sakta hai,VAGUE,Hindi,train
See can't really say asap,VAGUE,English,train
I DON'T AGREE WITH OUTSTANDING AMOUNT yaar,DISPUTE,Hinglish,train
AMAKE OVERCHARGE KORA HOYECHE thanks,DISPUTE,Bengali,train
Let me know the exact amount due,NEEDS_REMINDER,English,train
Sochunga !!,VAGUE,Hindi,train
Your system shows wrong data,DISPUTE,English,train
"See oK NOTED, LET ME CHECK",NEEDS_REMINDER,English,train
Haan abhi commit nahi kar sakta,VAGUE,Hindi,train
"Actually payment guaranteed, just 2 more days",LIKELY_PAY,Hinglish,train
sAlArY Er WaIt AChE baS boss,LIKELY_PAY,Bengali,train
boLte paRbO nA ShotTi thx,VAGUE,Bengali,train
Hey 15th ko payment kiya but not credited,DISPUTE,Hinglish,train
Pura amount de dunga is weekend,LIKELY_PAY,Hindi,train
Yaar i'll make sure your company is shut down ok,HIGH_RISK,English,train
Madam let's see what happens,VAGUE,English,train
Madam i didn't realize it was already late???,NEEDS_REMINDER,English,train
Theek hai,VAGUE,Hindi,train
Madam iT'S NOT THAT SIMPLE,VAGUE,English,train
Yaar dekhi,VAGUE,Bengali,train
Hidden charges kyun hain?,DISPUTE,Hindi,train
Look nijer time noshto korcho 🙏,HIGH_RISK,Bengali,train
Let me get back to you on this,NEEDS_REMINDER,English,train
"I accept the due amount, will pay tomorrow",LIKELY_PAY,English,train
Hey Hey baad mein bataunga,VAGUE,Hindi,train
I'm not sure what to do,VAGUE,English,train
"OK NOTED, CHECK CHECK KARTA HUN ...",NEEDS_REMINDER,Hindi,train
Cheshta korbo,VAGUE,Bengali,train
Suno bilkul karunga payment,LIKELY_PAY,Hindi,train
"Ekdin aro please, please, pakka debo",LIKELY_PAY,Bengali,train
Amar bank successful successful payment dekhacche plz,DISPUTE,Bengali,train
"Main kar raha hun arrange, kal tak ho jayega",LIKELY_PAY,Hindi,train
Basically bhai notification nahi aaya 🙂,NEEDS_REMINDER,Hinglish,train
Next week yaad dilana please,NEEDS_REMINDER,Hinglish,train
"Acha thoda aur time do, ek hafte mein tak de dunga asap",LIKELY_PAY,Hindi,train
Acha depend kore,VAGUE,Bengali,train
Ok???,VAGUE,English,train
Let me pay half now and rest in 3 days,LIKELY_PAY,English,train
"Honestly I just forgot, sorry",NEEDS_REMINDER,English,train
Case karo if you dare plz,HIGH_RISK,Hinglish,train
Honestly hOW TO SET UP AUTO-PAY 🙂???,NEEDS_REMINDER,Hinglish,train
Case karo agar himmat hai thanks,HIGH_RISK,Hindi,train
Listen mera patience mat check karo 💰,HIGH_RISK,Hindi,train
Agle shoptahe mone mone koriyo,NEEDS_REMINDER,Bengali,train
Koshish karunga within 5 days,LIKELY_PAY,Hinglish,train
Yaar promise korte parbo na,VAGUE,Bengali,train
Mera plan hai Budhvaar ko dene ka,LIKELY_PAY,Hindi,train
Amar account audit koro na?!!,DISPUTE,Bengali,train
"Hey give me one more day, will pay for sure bro",LIKELY_PAY,English,train
"Half abhi de deta hun, baaki kal",LIKELY_PAY,Hindi,train
Media mein jaunga with proof,HIGH_RISK,Hinglish,train
Will think about it definitely,VAGUE,Hinglish,train
Sir ekhon na,VAGUE,Bengali,train
Maybe shayad thx,VAGUE,Hinglish,train
Bhai time chahiye merko thx???,VAGUE,Hinglish,train
Situation dekhte hobe ...,VAGUE,Bengali,train
Look it's not that simple yaar ok????,VAGUE,Hinglish,train
Manager er shathe kotha bolte chai,DISPUTE,Bengali,train
Ekhon bolte bolte parbo na!!,VAGUE,Bengali,train
Online payment payment kore dii ekhon,LIKELY_PAY,Bengali,train
I closed this loan last year,DISPUTE,English,train
"Salary credited nahi hui, but jaise hi aaye payment done",LIKELY_PAY,Hinglish,train
Haan bill ta abar pathao,NEEDS_REMINDER,Bengali,train
Amount ota na jeta sign kora hoyechhilo boss!!,DISPUTE,Bengali,train
Dubara call kiya to complaint karunga,HIGH_RISK,Hindi,train
"I paid through Paytm, check again 👍",DISPUTE,English,train
Honestly i need to talk to my spouse first,NEEDS_REMINDER,English,train
"Hey haaN jAni, kaal e kOrBo",LIKELY_PAY,Bengali,train
Look abhi nahi bro,VAGUE,Hindi,train
Statement mil sakta hai?,NEEDS_REMINDER,Hindi,train
Ok so time chahiye mujhe 🙂,VAGUE,Hindi,train
"I've kept the money aside, will pay next week",LIKELY_PAY,English,train
Dekho life is tough right now,VAGUE,English,train
Basically dekHa dekHa jAk ki HOy 😭,VAGUE,Bengali,train
We'll see,VAGUE,English,train
Actually ye additional charges kisne authorize kiye?!!,DISPUTE,Hindi,train
Case koro jodi shahos thake,HIGH_RISK,Bengali,train
Situation complicated hai,VAGUE,Hinglish,train
Acha kichu ekta 👍!!,VAGUE,Bengali,train
"I am serious about paying, give me 3 days",LIKELY_PAY,English,train
"need escalation, disputing disputing the amount 🙂",DISPUTE,Hinglish,train
"Look half abhi de deta hun, baaki kal 🙏",LIKELY_PAY,Hindi,train
"Well yes i know, will transfer in 2 days 👍",LIKELY_PAY,English,train
Basically dekhte hain hain kya hota hai,VAGUE,Hindi,train
Well tomar agent last time onno amount bolechhilo sir,DISPUTE,Bengali,train
ye amount galat hai boss,DISPUTE,Hindi,train
