text,label,language,detected_language
Madam amount verify karna hai mujhe bro,NEEDS_REMINDER,Hinglish,sv
Look eXACT AMOUNT BATA DO???,NEEDS_REMINDER,Hinglish,af
Arey bill dubara bhejo please,NEEDS_REMINDER,Hinglish,es
Listen handle karunga jaldi,NEEDS_REMINDER,Hinglish,et
hOw MANY dayS oVerDUe hai ...,NEEDS_REMINDER,Hinglish,cy
Due date kab thi again bro,NEEDS_REMINDER,Hinglish,id
Listen send details again please,NEEDS_REMINDER,Hinglish,fr
Arey Arey oUTSTANDING KAHAN CHECK KARUN 🤷,NEEDS_REMINDER,Hinglish,so
Which loan ki baat ho rahi hai bro!!,NEEDS_REMINDER,Hinglish,so
See neXT week yaad dilanA Please thanks,NEEDS_REMINDER,Hinglish,af
Pehle balance check karna padega 🙏🙏,NEEDS_REMINDER,Hinglish,id
Next week yaad dilana plss???,NEEDS_REMINDER,Hinglish,so
I'll get get back to you,NEEDS_REMINDER,Hinglish,da
Due Due date kab thi again ok?,NEEDS_REMINDER,Hinglish,id
ANY GRACE PERIOD AVAILABLE bro,NEEDS_REMINDER,Hinglish,pt
Let me figure this out 👍,NEEDS_REMINDER,Hinglish,fr
"Haan tHANKS FOR LETTING ME KNOW, CHECKING NOW yaar",NEEDS_REMINDER,Hinglish,so
Outstanding Outstanding kahan check karun?,NEEDS_REMINDER,Hinglish,id
Actually sms aaya tha kya? nahi dekha,NEEDS_REMINDER,Hinglish,so
EMAIL KARO DETAILS PLEASE ok????,NEEDS_REMINDER,Hinglish,hr
Haan wife se puchna padega pehle???,NEEDS_REMINDER,Hinglish,id
Sir pehle balance check karna padega,NEEDS_REMINDER,Hinglish,id
EXACTLY KITNA HAI 😡,NEEDS_REMINDER,Hinglish,de
Pehle balance check karna padega boss???,NEEDS_REMINDER,Hinglish,id
Bill dubara bhejo bhejo please,NEEDS_REMINDER,Hinglish,sl
WIFE SE PUCHNA PADEGA PEHLE ok?!!,NEEDS_REMINDER,Hinglish,pl
Madam mera auto-debit on tha na?!!,NEEDS_REMINDER,Hinglish,pt
Weekend mein dekhunga ...,NEEDS_REMINDER,Hinglish,de
MERA MERA AUTO-DEBIT ON THA NA 👍,NEEDS_REMINDER,Hinglish,pt
Acha Acha late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,id
I've been overcharged,DISPUTE,English,nl
Dude Dude i don't AgRee wITH tHE outstanding amount,DISPUTE,English,nl
CHECK THE 20TH TRANSACTION,DISPUTE,English,vi
mY paYment ON lasT montH WAs noT CreDitEd,DISPUTE,English,fr
i've been overcharged??? overcharged???,DISPUTE,English,nl
"Acha i made made a prepayment, it's not reflected!!",DISPUTE,English,ca
This doesn't add add up,DISPUTE,English,cy
Ye amount galat hai,DISPUTE,Hindi,en
Maine ye EMI already pay ki hai,DISPUTE,Hindi,sw
"Apne records check karo, itna nahi banta",DISPUTE,Hindi,it
Interest calculation galat hai,DISPUTE,Hindi,en
Maine ye loan nahi liya,DISPUTE,Hindi,sw
"Ye kisi aur ka loan hai, mera nahi",DISPUTE,Hindi,id
"Statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,Hindi,id
Penalty charges bahut zyada hain,DISPUTE,Hindi,id
Mujhe alag interest rate promise kiya tha,DISPUTE,Hindi,en
Payment kata tha lekin pending dikha raha hai,DISPUTE,Hindi,id
"Receipt hai mere paas, bhejun?",DISPUTE,Hindi,ro
Amount mein discrepancy hai,DISPUTE,Hindi,en
"Maine cheque se pay kiya, check karo",DISPUTE,Hindi,sw
Tumhara system galat data dikha raha hai,DISPUTE,Hindi,id
Manager se baat karao mujhe,DISPUTE,Hindi,sw
Ye tumhari galti hai billing mein,DISPUTE,Hindi,id
Main ye charge dispute karta hun,DISPUTE,Hindi,id
Amount wo nahi hai jo sign kiya tha,DISPUTE,Hindi,sw
Overcharge kiya hai mujhe,DISPUTE,Hindi,sw
Charges ka complete breakdown bhejo,DISPUTE,Hindi,en
"Mera balance zero hona chahiye, sab pay kiya",DISPUTE,Hindi,tl
Ye loan pichle saal band kiya tha,DISPUTE,Hindi,so
Hidden charges kyun hain?,DISPUTE,Hindi,nl
"Late fee valid nahi hai, time pe pay kiya tha",DISPUTE,Hindi,et
Bank se verify karna padega mujhe,DISPUTE,Hindi,sl
Loan agreement mein alag terms hain,DISPUTE,Hindi,nl
Tumhare agent ne alag amount bataya tha last time,DISPUTE,Hindi,tl
Mera account audit karo,DISPUTE,Hindi,en
Calculation mein kuch gadbad hai,DISPUTE,Hindi,so
Outstanding amount se agree nahi hun main,DISPUTE,Hindi,en
Lagta hai koi mistake hai,DISPUTE,Hindi,fi
Ye additional charges kisne authorize kiye?,DISPUTE,Hindi,en
Mere co-applicant ne pay kar diya hai,DISPUTE,Hindi,tl
"Prepayment kiya tha, reflect nahi ho raha",DISPUTE,Hindi,tl
Foreclosure amount galat hai,DISPUTE,Hindi,en
Interest rate kyun badla?,DISPUTE,Hindi,id
Written proof do kitna banta hai,DISPUTE,Hindi,en
"5th ko payment kiya tha, credit nahi hua",DISPUTE,Hindi,tl
"Escalation chahiye, amount disputed hai",DISPUTE,Hindi,en
Jab tak calculation fix nahi karoge tab tak nahi dunga,DISPUTE,Hindi,id
Ye add up nahi ho raha,DISPUTE,Hindi,cy
Loan agreement copy share karo,DISPUTE,Hindi,en
Maine in terms pe agree nahi kiya tha,DISPUTE,Hindi,en
Processing fee waive honi thi,DISPUTE,Hindi,en
1st ka transaction check karo,DISPUTE,Hindi,sv
Formal complaint kar raha hun,DISPUTE,Hindi,id
Meri bank successful payment dikha rahi hai,DISPUTE,Hindi,id
Abhi tak unpaid kyun hai?,DISPUTE,Hindi,id
"Pehle clarification do, phir payment",DISPUTE,Hindi,en
"Meri bank se contact karo, issue tumhara hai",DISPUTE,Hindi,en
ye add UP NahI HO RAHa thanks???,DISPUTE,Hindi,en
See mera account audit karo asap,DISPUTE,Hindi,en
Basically maine in terms pe agree nahi kiya tha,DISPUTE,Hindi,en
AMOUNT WO NAHI HAI JO SIGN KIYA THA thanks,DISPUTE,Hindi,en
Actually overChArGE kiya hAi mujhE???,DISPUTE,Hindi,en
hidden charges kyun hain thanks,DISPUTE,Hindi,en
"Basically 20th ko payment kiya tha, credit nahi hua",DISPUTE,Hindi,en
Ye Ye amount galat hai 💰!!,DISPUTE,Hindi,en
Payment Payment kata tha lekin pending dikha raha hai,DISPUTE,Hindi,id
"Madam receipt hai mere paas, bhejun?",DISPUTE,Hindi,id
Abhi tak unpaid kyun hai boss,DISPUTE,Hindi,id
Suno Suno written proof do kitna banta hai plz,DISPUTE,Hindi,it
Acha managEr se bAaT KarAo mUjHe ok????,DISPUTE,Hindi,tl
"mainE uPi se pay KIya, cHeCk kArO thanks",DISPUTE,Hindi,tl
Hey pAymeNt katA thA lEKIN PENding dikhA rAha Hai 👍!!,DISPUTE,Hindi,id
Acha hidden charges kyun hain?,DISPUTE,Hindi,cy
Bhai manager se baat karao mujhe,DISPUTE,Hindi,id
Listen 20th ka transaction check karo,DISPUTE,Hindi,sv
Well interest calculation galat hai 🤷,DISPUTE,Hindi,en
Honestly tumhara system galat data dikha raha hai thanks,DISPUTE,Hindi,id
"Honestly apne records check karo, itna nahi banta",DISPUTE,Hindi,en
Basically Basically written proof do kitna banta hai!!,DISPUTE,Hindi,en
Overcharge kiya kiya hai mujhe,DISPUTE,Hindi,sw
Dekho lagta hai koi mistake hai 😡,DISPUTE,Hindi,fi
OVERCHARGE KIYA HAI HAI MUJHE 😡,DISPUTE,Hindi,en
Mere Mere co-applicant ne pay kar diya hai yaar,DISPUTE,Hindi,tl
"Honestly statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,Hindi,id
Maine Maine in terms pe agree nahi kiya tha 😡,DISPUTE,Hindi,en
See interest rate kyun badla,DISPUTE,Hindi,no
Suno ye additional charges kisne authorize kiye 😢,DISPUTE,Hindi,en
last month ka transaction check karo,DISPUTE,Hindi,en
"Well yE kiSi aur Ka lOaN hAi, mera nahi plz",DISPUTE,Hindi,id
Interest rate kyun badla asap???,DISPUTE,Hindi,id
Listen penalty charges bahut zyada hain 😡,DISPUTE,Hindi,id
Suno iNTEREST RATE KYUN BADLA 😢,DISPUTE,Hindi,tl
"Maine Google Pay se pay kiya, check karo",DISPUTE,Hindi,tl
Suno Suno maine ye loan nahi liya,DISPUTE,Hindi,tl
Basically prOCessiNG fee Waive honI THi 💰,DISPUTE,Hindi,en
Well Well loan agreement mein alag terms hain,DISPUTE,Hindi,nl
INTEREST RATE RATE KYUN BADLA?,DISPUTE,Hindi,en
Basically yE ADD UP NAHI HO RAHA,DISPUTE,Hindi,en
"Maine bank transfer se pay kiya, check karo!!",DISPUTE,Hindi,tl
Formal Formal complaint kar raha hun,DISPUTE,Hindi,id
Look written written proof do kitna banta hai,DISPUTE,Hindi,en
Listen mAINE YE EMI ALREADY PAY KI HAI,DISPUTE,Hindi,de
"Well statement statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,Hindi,id
"20TH KO PAYMENT KIYA THA, CREDIT NAHI HUA plz",DISPUTE,Hindi,en
Ye add up nahi ho raha ...,DISPUTE,Hindi,so
Listen tUMHARE AGENT NE ALAG AMOUNT BATAYA THA LAST TIME na?!!,DISPUTE,Hindi,en
Well mere co-applicant ne pay kar diya hai boss,DISPUTE,Hindi,it
"Madam ye kisi aur ka loan hai, mera nahi",DISPUTE,Hindi,id
hidden charges kyun hain plz,DISPUTE,Hindi,nl
manager manager se baat karao mujhe 🙂,DISPUTE,Hindi,id
Basically maine ye loan nahi liya,DISPUTE,Hindi,so
overcharge overcharge kiya hai mujhe,DISPUTE,Hindi,en
Look ye add up nahi ho raha!!,DISPUTE,Hindi,so
Actually amount mein discrepancy hai,DISPUTE,Hindi,en
"last month ko payment kiya tha, credit nahi hua",DISPUTE,Hindi,tl
MAINE YE LOAN NAHI LIYA !!???,DISPUTE,Hindi,vi
Ok so manager se baat karao mujhe 👍,DISPUTE,Hindi,tl
25th ka transaction check karo 😭,DISPUTE,Hindi,en
"Actually apne records check karo, itna nahi banta",DISPUTE,Hindi,en
ye amount galat hai boss,DISPUTE,Hindi,en
Maine in in terms pe agree nahi kiya tha asap,DISPUTE,Hindi,tl
Yaar bank se verify karna padega mujhe 🙏🙏,DISPUTE,Hindi,id
Ok so abhi tak unpaid kyun hai?,DISPUTE,Hindi,id
Ok so main ye charge dispute karta hun 🙏,DISPUTE,Hindi,id
Arey ye tumhari tumhari galti hai billing mein!!,DISPUTE,Hindi,tr
Hey mera mera account audit karo,DISPUTE,Hindi,en
Amount Amount wo nahi hai jo sign kiya tha plz,DISPUTE,Hindi,en
Actually ye additional charges kisne authorize kiye?!!,DISPUTE,Hindi,en
"Dekho stateMeNt chahiYe chahiYe DEtAILEd, tab tAK kucH nahi dunga???",DISPUTE,Hindi,id
Abhi tak unpaid kyun hai thanks!!,DISPUTE,Hindi,id
"Listen maine maine cheque se pay kiya, check karo!!",DISPUTE,Hindi,fr
15th ka transAcTioN cHECk karo sir,DISPUTE,Hindi,id
Maine ye loan nahi liya boss,DISPUTE,Hindi,sw
Actually maiN ye chARge disPute kArta hun thanks,DISPUTE,Hindi,en
Basically lagta hai koi mistake hai!!,DISPUTE,Hindi,fi
mera account account audit karo 👍,DISPUTE,Hindi,en
hidden charges charges kyun hain?,DISPUTE,Hindi,en
bAnK SE SE verIFy kArNa paDega mUjHE???,DISPUTE,Hindi,sl
Lagta hai koi mistake hai boss,DISPUTE,Hindi,fi
Ami ei EMI already diyechi,DISPUTE,Bengali,cy
Interest calculation bhul ache,DISPUTE,Bengali,ro
Ami ei loan niini,DISPUTE,Bengali,fi
"Eta onyo karo loan, amar na",DISPUTE,Bengali,tl
Payment kata hoyechhilo kintu pending dekhacche,DISPUTE,Bengali,id
Tomar system bhul data dekhacche,DISPUTE,Bengali,sv
Eta tomar billing er bhul,DISPUTE,Bengali,no
Ami ei charge dispute korchi,DISPUTE,Bengali,de
Amount ota na jeta sign kora hoyechhilo,DISPUTE,Bengali,fi
Amake overcharge kora hoyeche,DISPUTE,Bengali,nl
Hidden charges keno?,DISPUTE,Bengali,nl
"Late fee valid na, time e pay korechi",DISPUTE,Bengali,nl
Bank theke verify korte hobe amake,DISPUTE,Bengali,af
Loan agreement e onno terms ache,DISPUTE,Bengali,nl
Mone hoy kono mistake hoyeche,DISPUTE,Bengali,sk
Interest rate keno bodlano holo?,DISPUTE,Bengali,sl
Written proof dao koto taka baki,DISPUTE,Bengali,hr
Eta add up hochhe na,DISPUTE,Bengali,cy
Ami ei terms e agree korini,DISPUTE,Bengali,af
Ekhono unpaid keno?,DISPUTE,Bengali,sl
"Amar bank e contact koro, issue tomar dik e",DISPUTE,Bengali,nl
"Ok so rECEIPT ACHE AMAR KACHE, PATHABO?",DISPUTE,Bengali,sl
Eta add up up hochhe na !!,DISPUTE,Bengali,sv
Haan aMAR aMAR CO-APPLICANT PAY KORE DIYECHE 🤷,DISPUTE,Bengali,so
"Listen late fee valid na, time e pay korechi!!",DISPUTE,Bengali,nl
Bhai ami ei terms e agree korini 👍,DISPUTE,Bengali,et
"Acha ami bank transfer diye pay korechi, abar check koro",DISPUTE,Bengali,id
Well amar bank successful payment dekhacche na?,DISPUTE,Bengali,it
Look eta tomar billing er bhul,DISPUTE,Bengali,no
"Well late fee valid na, time e pay korechi ok?",DISPUTE,Bengali,nl
Ami ei EMI already diyechi boss,DISPUTE,Bengali,cy
"Dekho eta onyo karo loan, amar na",DISPUTE,Bengali,so
Bhai Bhai ekhono unpaid keno?,DISPUTE,Bengali,id
Yaar payment kata kata hoyechhilo kintu pending dekhacche,DISPUTE,Bengali,id
Arey amnt ota na jeta sign kora hoyechhilo ok?,DISPUTE,Bengali,sk
Yaar loan agreement copy share koro,DISPUTE,Bengali,nl
Basically ami ei loan niini,DISPUTE,Bengali,ro
Eta add up hochhe na bro???,DISPUTE,Bengali,cy
"Listen aGE CLARIFICATION DAO, TARPOR PAYMENT",DISPUTE,Bengali,de
Hidden charges keno ...,DISPUTE,Bengali,nl
Acha ami ei terms e agree korini na?,DISPUTE,Bengali,et
"Ami NEFT diye pay korechi, abar check koro",DISPUTE,Bengali,tr
Listen ami ei LOaN niInI,DISPUTE,Bengali,de
Hidden charges keno yaar,DISPUTE,Bengali,nl
Ami ei ei charge dispute korchi plz,DISPUTE,Bengali,de
bank bank theke verify korte hobe amake 🙏🙏,DISPUTE,Bengali,af
Acha ami ei loan niini,DISPUTE,Bengali,sw
"etA onYo onYo karO Loan, AMAr na",DISPUTE,Bengali,fi
Boss eta add up hochhe na !!,DISPUTE,Bengali,sv
Eta tomar billing er bhul ...!!,DISPUTE,Bengali,no
Look ami ei loan niini???,DISPUTE,Bengali,et
Suno hidden charges keno?,DISPUTE,Bengali,nl
Dude ami ei loan niini,DISPUTE,Bengali,ro
"Sir aMI PAYTM DIYE PAY KORECHI, ABAR CHECK KORO",DISPUTE,Bengali,id
"Boss eta onyo karo loan, amar na ...!!",DISPUTE,Bengali,tl
loan agreement agreement e onno terms ache 🙂!!,DISPUTE,Bengali,nl
"Eta onyo karo loan, amar na boss",DISPUTE,Bengali,tl
Ami ei terms e agree korini na?!!,DISPUTE,Bengali,et
Hey ami ei loan niini,DISPUTE,Bengali,fi
Hey ekhono unpaid keno?,DISPUTE,Bengali,sv
Bhai ye amount galat hai,DISPUTE,Hinglish,id
"Records dekho, itna nahi banta mera",DISPUTE,Hinglish,id
"Detailed statement do, tab tak nahi dunga",DISPUTE,Hinglish,id
Amount jo sign kiya tha wo nahi hai,DISPUTE,Hinglish,sw
Why hidden charges bhai?,DISPUTE,Hinglish,cy
Your agent said different amount last time,DISPUTE,Hinglish,fr
I think koi mistake hai,DISPUTE,Hinglish,fi
Numbers don't add up yaar,DISPUTE,Hinglish,id
"DETAILED STATEMENT DO, DO, TAB TAK NAHI DUNGA yaar",DISPUTE,Hinglish,so
i think koi koi mistake hai 😭,DISPUTE,Hinglish,fi
Bhai ye amt galat hai 🤷,DISPUTE,Hinglish,id
Yaar i THINK KOI MISTAKE HAI,DISPUTE,Hinglish,tr
Why hidden charges charges bhai?,DISPUTE,Hinglish,cy
Boss maine ye loan nahi liya hai,DISPUTE,Hinglish,sw
Basically i think koi mistake hai ...,DISPUTE,Hinglish,fi
Madam why hidden charges bhai?,DISPUTE,Hinglish,cy
Payment cut hua hua but showing pending ...,DISPUTE,Hinglish,id
Maine ye loan loan nahi liya hai asap,DISPUTE,Hinglish,tl
maine ye ye loan nahi liya hai,DISPUTE,Hinglish,sw
pls pls audit my account sir,DISPUTE,Hinglish,ca
"I ALREADY PAID THIS EMI, CHECK KARO na????",DISPUTE,Hinglish,tl
Suno Suno your agent said different amnt last time,DISPUTE,Hinglish,fr
Listen yOUR SYSTEM DATA IS WRONG BHAI,DISPUTE,Hinglish,de
AMOUNT JO SIGN SIGN KIYA THA WO NAHI HAI na?,DISPUTE,Hinglish,tl
Suno numbers don't add up yaar,DISPUTE,Hinglish,id
wHY hIdden hIdden chaRges bHaI?,DISPUTE,Hinglish,nl
Bhai Bhai ye amount galat hai,DISPUTE,Hinglish,id
Numbers don't add up yaar thanks,DISPUTE,Hinglish,id
Maine ye loan nahi liya hai???,DISPUTE,Hinglish,sw
Agreement mein different terms the yaar???,DISPUTE,Hinglish,nl
Dekho maine ye loan nahi liya hai,DISPUTE,Hinglish,sw
Written proof do amt ka 👍,DISPUTE,Hinglish,af
Hey maine ye loan nahi liya hai !!,DISPUTE,Hinglish,sw
I DON'T AGREE WITH OUTSTANDING AMOUNT yaar,DISPUTE,Hinglish,so
Bhai ye amnt galat hai 😢???,DISPUTE,Hinglish,id
I don't care about your loan,HIGH_RISK,English,fr
I'll report you for harassment,HIGH_RISK,English,ca
You people are scammers,HIGH_RISK,English,fr
Don't call me again or I'll file a complaint,HIGH_RISK,English,it
File a case if you dare,HIGH_RISK,English,fr
You'll regret calling me,HIGH_RISK,English,ca
Get lost,HIGH_RISK,English,fr
I'll destroy your reputation,HIGH_RISK,English,fr
Don't test my patience,HIGH_RISK,English,fr
Suno get lost 🙏,HIGH_RISK,English,es
Well don't test my patience,HIGH_RISK,English,fr
MY LAWYER WILL HANDLE THIS yaar,HIGH_RISK,English,so
i'll i'll handle this my way,HIGH_RISK,English,cy
Don't test my patience yaar,HIGH_RISK,English,fr
Haan eNOUGH OF YOUR HARASSMENT,HIGH_RISK,English,nl
"Suno go aheAd And sUe me, i don'T Care 😡",HIGH_RISK,English,it
Acha i'll file an fir against you yaar,HIGH_RISK,English,cy
You people are scammers asap,HIGH_RISK,English,fr
My lawyer lawyer will handle this,HIGH_RISK,English,cy
don't don't ever contact me again,HIGH_RISK,English,fr
Madam file a case if you dare yaar,HIGH_RISK,English,so
Actually leAVe Me AlOne Or i'lL taKe lEgal actiOn 🤷,HIGH_RISK,English,ca
Well you people are scammers,HIGH_RISK,English,fr
Dekho you'll regret calling me,HIGH_RISK,English,no
don't test my patience na?,HIGH_RISK,English,fr
Madam i DoN't owe AnyThiNG AnD wOn't paY,HIGH_RISK,English,tl
Hey get lost,HIGH_RISK,English,nl
Mujhe call karna band karo,HIGH_RISK,Hindi,so
Tumhare loan ki koi parwah nahi hai mujhe,HIGH_RISK,Hindi,sw
"Jo karna hai karo, main nahi dunga",HIGH_RISK,Hindi,tl
Harassment ke liye report karunga tumko,HIGH_RISK,Hindi,no
"Ye fraud hai, police mein jaaunga",HIGH_RISK,Hindi,ro
Mujhe akela chodo nahi to legal action lunga,HIGH_RISK,Hindi,en
Tum log scammer ho,HIGH_RISK,Hindi,da
Number block kar raha hun,HIGH_RISK,Hindi,id
Dubara call kiya to complaint karunga,HIGH_RISK,Hindi,id
"Case karo, mujhe fark nahi padta",HIGH_RISK,Hindi,sw
Mere paas kuch nahi hai dene ko,HIGH_RISK,Hindi,id
Tum mera kuch nahi kar sakte,HIGH_RISK,Hindi,id
"Mujhe apne rights pata hain, dhamki dena band karo",HIGH_RISK,Hindi,id
Consumer court jaaunga tumhare khilaf,HIGH_RISK,Hindi,id
Tumhari company fraud hai,HIGH_RISK,Hindi,ca
Main ye call record kar raha hun,HIGH_RISK,Hindi,en
Mera lawyer dekhega ye sab,HIGH_RISK,Hindi,id
Nahi dunga aur ye final hai,HIGH_RISK,Hindi,id
"Jo karna hai karo, mujhe darr nahi",HIGH_RISK,Hindi,sw
Aakhri baar bol raha hun tumhe,HIGH_RISK,Hindi,so
Bahut hua tumhara harassment,HIGH_RISK,Hindi,id
RBI mein complaint kar chuka hun,HIGH_RISK,Hindi,id
Dubara contact mat karna,HIGH_RISK,Hindi,id
Social media pe expose karunga,HIGH_RISK,Hindi,ro
Tumhari dhamkiyan kaam nahi karti mujh pe,HIGH_RISK,Hindi,sw
Main wo insaan nahi hun jisko dhundh rahe ho,HIGH_RISK,Hindi,so
Kuch bhi nahi dena hai mujhe,HIGH_RISK,Hindi,sw
"Call karte raho, dekh lena kya hota hai",HIGH_RISK,Hindi,so
Case karo agar himmat hai,HIGH_RISK,Hindi,tl
Company band karwa dunga tumhari,HIGH_RISK,Hindi,id
Tum logon se baat khatam,HIGH_RISK,Hindi,id
Ye vasuli hai,HIGH_RISK,Hindi,et
Media mein jaaunga,HIGH_RISK,Hindi,id
Tumhari company seedhe logon ko pareshan karti hai,HIGH_RISK,Hindi,sq
"Government mein jaanta hun logon ko, sambhal ke",HIGH_RISK,Hindi,id
Ek aur call aaya to report karunga,HIGH_RISK,Hindi,id
FIR karunga tumhare naam pe,HIGH_RISK,Hindi,id
Apna kaam karo,HIGH_RISK,Hindi,so
Pachtaoge mujhe call karke,HIGH_RISK,Hindi,en
Koi obligation nahi hai mera ye dene ka,HIGH_RISK,Hindi,id
Door ho jao,HIGH_RISK,Hindi,nl
Jo kar rahe ho illegal hai,HIGH_RISK,Hindi,so
Reputation barbaad kar dunga tumhari,HIGH_RISK,Hindi,id
"Kabhi nahi dunga, deal with it",HIGH_RISK,Hindi,id
Apna time waste kar rahe ho,HIGH_RISK,Hindi,en
Mera patience mat check karo,HIGH_RISK,Hindi,en
Apne tarike se handle karunga,HIGH_RISK,Hindi,id
Tum logon ko sharam nahi aati,HIGH_RISK,Hindi,tl
Banking ombudsman ke paas jaaunga,HIGH_RISK,Hindi,id
Aage se mere lawyer se baat karo,HIGH_RISK,Hindi,af
Suno tumhari company seedhe logon ko pareshan karti hai thanks!!,HIGH_RISK,Hindi,en
Hey mEra PAtIENCe PAtIENCe mat check KaRo 😢,HIGH_RISK,Hindi,en
PACHTAOGE MUJHE CALL KARKE bro!!,HIGH_RISK,Hindi,pt
Yaar jo kAR rAHE ho ILlEGal hai,HIGH_RISK,Hindi,so
Suno Suno apNE TArIke se HandLE KarungA,HIGH_RISK,Hindi,id
Listen dubara call kiya to complaint karunga 😢,HIGH_RISK,Hindi,id
Well ek ek aur call aaya to report karunga bro,HIGH_RISK,Hindi,id
Apna Apna time waste kar rahe ho,HIGH_RISK,Hindi,en
rePutAtION rePutAtION BArBAad kAr DunGa TuMHari,HIGH_RISK,Hindi,en
Look number block kar raha hun 🙏,HIGH_RISK,Hindi,id
Dekho tumhari company fraud hai,HIGH_RISK,Hindi,en
Arey fIr karungA tuMhare Naam Pe ...,HIGH_RISK,Hindi,id
Honestly kuch bhi nahi dena hai mujhe,HIGH_RISK,Hindi,sw
Jo kaR raHe ho ilLEGAL haI asap,HIGH_RISK,Hindi,sw
Basically jo kar kar rahe ho illegal hai,HIGH_RISK,Hindi,so
Honestly case karo agar himmat hai 😡,HIGH_RISK,Hindi,en
Mera Mera patience mat check karo,HIGH_RISK,Hindi,id
Social media pe pe expose karunga sir,HIGH_RISK,Hindi,id
See tumhari dhamkiyan kaam nahi karti mujh pe plz,HIGH_RISK,Hindi,so
Door ho jao sir,HIGH_RISK,Hindi,pt
Suno tum log scammer ho,HIGH_RISK,Hindi,no
Yaar bahut hua tumhara harassment,HIGH_RISK,Hindi,id
Acha mera lawyer dekhega ye sab yaar,HIGH_RISK,Hindi,so
"Government Government mein jaanta hun logon ko, sambhal ke",HIGH_RISK,Hindi,nl
Consumer court jaaunga tumhare khilaf thanks,HIGH_RISK,Hindi,en
Tum log log scammer ho,HIGH_RISK,Hindi,da
Hey apna time waste kar rahe ho 😢!!,HIGH_RISK,Hindi,en
Boss fIr karUngA TuMhAre nAaM pe,HIGH_RISK,Hindi,sv
door ho jao.???,HIGH_RISK,Hindi,pt
Listen mERA LAWYER LAWYER DEKHEGA YE SAB,HIGH_RISK,Hindi,de
Madam number block kar raha hun 💰,HIGH_RISK,Hindi,id
Acha rBI mein complaint kar chuka hun 💰???,HIGH_RISK,Hindi,id
Ye vasuli hai hai,HIGH_RISK,Hindi,fi
See tum logon se baat khatam 🤷,HIGH_RISK,Hindi,id
"Boss jo karna hai karo, mujhe darr nahi 😢",HIGH_RISK,Hindi,so
Madam main ye call record kar rAha hun 🤷,HIGH_RISK,Hindi,so
Bhai ye vasuli hai,HIGH_RISK,Hindi,fi
Madam company band karwa dunga tumhari???,HIGH_RISK,Hindi,id
Haan mujhe calL kArNA bAnd kAro!!,HIGH_RISK,Hindi,so
Listen mera patience mat check karo 💰,HIGH_RISK,Hindi,nl
Listen case karo agar himmat hai,HIGH_RISK,Hindi,id
Look tumhari dhamkiyan kaam nahi karti mujh pe asap,HIGH_RISK,Hindi,id
dubara contact mat karna boss,HIGH_RISK,Hindi,ca
Ok so tumhari company fraud hai,HIGH_RISK,Hindi,en
Jo kar rahe ho illegal hai thx!!,HIGH_RISK,Hindi,so
Dude case karo agar himmat hai,HIGH_RISK,Hindi,so
Listen tum tum mera kuch nahi kar sakte ...,HIGH_RISK,Hindi,id
Well paChtAoGe mujHe cAlL KArKe bro,HIGH_RISK,Hindi,en
Listen sOcIal mEdIa pe expOSe kaRunga???,HIGH_RISK,Hindi,id
Dubara contact contact mat karna,HIGH_RISK,Hindi,ca
Basically dUBARA CONTACT MAT KARNA!!,HIGH_RISK,Hindi,en
Haan number block kar raha hun 🙏🙏,HIGH_RISK,Hindi,id
Actually tUM LOGON KO SHARAM NAHI AATI,HIGH_RISK,Hindi,en
Aakhri baar bol raha hun tumhe thanks,HIGH_RISK,Hindi,so
tum log scammer ho 💰!!,HIGH_RISK,Hindi,en
Honestly tuM mera kuch NahI KAr saktE 🤷,HIGH_RISK,Hindi,id
Apna kaam karo ...,HIGH_RISK,Hindi,so
See aage se mere lawyer se baat karo asap,HIGH_RISK,Hindi,af
"Ok so jo karna hai karo, main nahi dunga 😭",HIGH_RISK,Hindi,id
Apna kaam karo sir,HIGH_RISK,Hindi,so
Nahi dunga aur ye final hai thanks,HIGH_RISK,Hindi,id
Apna time waste kar rahe ho asap,HIGH_RISK,Hindi,en
Apna kaam karo 💰???,HIGH_RISK,Hindi,so
Haan Haan tum logon se baat khatam,HIGH_RISK,Hindi,id
Dekho pachtaoge mujhe call karke plz???,HIGH_RISK,Hindi,nl
Door ho jao boss,HIGH_RISK,Hindi,sk
Arey nahi dunga aur ye final hai 🙂,HIGH_RISK,Hindi,id
Arey Arey koi obligation nahi hai mera ye dene ka,HIGH_RISK,Hindi,id
See tum log scammer ho,HIGH_RISK,Hindi,en
See dOOR HO JAO???,HIGH_RISK,Hindi,de
Boss tumhari company fraud hai,HIGH_RISK,Hindi,ca
Bahut hua tumhara harassment asap!!,HIGH_RISK,Hindi,id
"kabhi nahi dunga, dunga, deal with it!!",HIGH_RISK,Hindi,id
Case karo agar himmat hai thanks,HIGH_RISK,Hindi,tl
Bhai dooR ho JAO,HIGH_RISK,Hindi,so
"Government mein mein jaanta hun logon ko, sambhal ke ...",HIGH_RISK,Hindi,fi
Dekho nahI dUNga Aur yE fInal haI 🙏🙏???,HIGH_RISK,Hindi,id
